"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"Otu1544",4.09095473379248e-05,4.79344191030231e-05,4.29756860923655e-05,2.06613875444065e-05,5.45460631172331e-05,3.63640420781554e-05,3.80169530817079e-05,1.94217042917421e-05,7.39677674089752e-05,7.56206784125277e-05,8.67778276865072e-05,2.72730315586166e-05,2.27275262988471e-05,7.47942229107515e-05,2.97523980639453e-05,2.72730315586166e-05,8.9257194191836e-05,2.2314298547959e-05,5.082701335924e-05,0.000109092126234466,7.52074506616396e-05,2.8512714811281e-05,2.60333483059522e-05,8.30587779285141e-05,3.71904975799317e-05,0.000114464086996012,1.77687932881896e-05,1.81820210390777e-05,5.66122018716738e-05,2.39672095515115e-05,4.58682803485824e-05,2.68598038077284e-05,5.57857463698975e-05,4.1322775088813e-06,0.000127687375024432,0.000102893709971144,2.43804373023997e-05,0.000374384342304646,0.000123555097515551,5.743865737345e-05,0.0001148773147469,7.35545396580871e-05,4.1322775088813e-05,2.35539818006234e-05,0.000104959848725585,2.19010707970709e-05,2.35539818006234e-05,1.61158822846371e-05,1.32232880284202e-05,3.59508143272673e-05,0.000113224403743348,4.58682803485824e-05,9.00836496936123e-05,6.15709348823313e-05,5.4132835366345e-05,4.42153693450299e-05,0.000123968325266439,0.000180580527138113,4.33889138432536e-05,5.78518851243382e-05,2.43804373023997e-05,1.44629712810845e-05,4.54550525976943e-05,2.68598038077284e-05,3.92566363343723e-05,0.000253308611294424,3.63640420781554e-05,9.33894717007173e-05,6.03312516296669e-05,9.83482047113749e-05,9.25630161989411e-05,1.07439215230914e-05,3.09920813166097e-05,4.87608746047993e-05,8.09926391740734e-05,7.76868171669684e-05,0.000131819652533313,2.80994870603928e-05,8.01661836722972e-05,3.22317645692741e-05,2.47936650532878e-05,0.005259976041055,2.60333483059522e-05,3.42979033237148e-05,1.2810060277532e-05,7.06619454018702e-05,0.000103306937722032,3.30582200710504e-05,1.98349320426302e-05,1.77687932881896e-05,9.21497884480529e-05,4.79344191030231e-05,0.000122728642013775,0.000100827571216704,1.19836047757558e-05,3.88434085834842e-05,6.98354899000939e-05,0.000170663061116798,6.03312516296669e-05,1.94217042917421e-05
"Otu1545",6.61164401421008e-06,7.02487176509821e-06,9.09101051953885e-06,1.65291100355252e-06,1.48761990319727e-05,6.19841626332195e-06,9.09101051953885e-06,4.54550525976943e-06,2.68598038077284e-05,1.61158822846371e-05,1.77687932881896e-05,3.30582200710504e-05,5.37196076154569e-06,1.2810060277532e-05,2.47936650532878e-06,9.09101051953885e-06,5.37196076154569e-06,3.71904975799317e-06,1.2810060277532e-05,2.60333483059522e-05,2.35539818006234e-05,6.19841626332195e-06,3.30582200710504e-06,1.40497435301964e-05,2.47936650532878e-05,1.65291100355252e-05,8.2645550177626e-07,7.02487176509821e-06,5.78518851243382e-06,2.89259425621691e-06,2.43804373023997e-05,5.37196076154569e-06,4.1322775088813e-07,4.1322775088813e-07,9.50423827042698e-06,9.09101051953885e-06,2.06613875444065e-06,4.09095473379248e-05,2.2314298547959e-05,6.61164401421008e-06,4.54550525976943e-05,2.27275262988471e-05,8.67778276865072e-06,5.37196076154569e-06,6.61164401421008e-06,4.95873301065756e-06,4.1322775088813e-07,6.19841626332195e-06,1.65291100355252e-06,9.91746602131511e-06,1.77687932881896e-05,8.2645550177626e-07,3.80169530817079e-05,1.57026545337489e-05,1.61158822846371e-05,4.1322775088813e-06,3.05788535657216e-05,1.98349320426302e-05,2.06613875444065e-06,4.95873301065756e-06,4.95873301065756e-06,8.2645550177626e-07,6.19841626332195e-06,3.30582200710504e-06,1.48761990319727e-05,1.57026545337489e-05,1.65291100355252e-06,6.61164401421008e-06,1.15703770248676e-05,1.2810060277532e-05,7.02487176509821e-06,4.1322775088813e-07,1.15703770248676e-05,1.23968325266439e-06,1.98349320426302e-05,2.02481597935184e-05,1.85952487899658e-05,8.2645550177626e-07,1.23968325266439e-05,9.09101051953885e-06,9.09101051953885e-06,0.000295457841885013,4.54550525976943e-06,1.23968325266439e-05,3.30582200710504e-06,1.11571492739795e-05,6.19841626332195e-06,1.85952487899658e-05,2.89259425621691e-06,2.89259425621691e-06,1.40497435301964e-05,1.85952487899658e-05,1.32232880284202e-05,1.40497435301964e-05,4.1322775088813e-06,1.65291100355252e-05,2.5620120555064e-05,1.77687932881896e-05,1.65291100355252e-06,1.65291100355252e-06
"Otu1546",2.31407540497353e-05,2.93391703130572e-05,3.09920813166097e-05,9.50423827042698e-06,1.2810060277532e-05,4.04963195870367e-05,2.97523980639453e-05,8.30587779285141e-05,3.22317645692741e-05,4.54550525976943e-05,7.3141311907199e-05,5.00005578574637e-05,7.85132726687447e-06,4.95873301065756e-05,1.36365157793083e-05,3.1818536818386e-05,4.50418248468061e-05,1.2810060277532e-05,0.000115290542497788,6.48767568894364e-05,0.000104546620974697,2.06613875444065e-05,1.69423377864133e-05,5.16534688610162e-05,5.12402411101281e-05,5.82651128752263e-05,9.91746602131511e-06,3.67772698290435e-05,4.62815080994705e-05,2.35539818006234e-05,3.42979033237148e-05,2.19010707970709e-05,1.65291100355252e-05,4.54550525976943e-06,7.06619454018702e-05,5.61989741207856e-05,9.50423827042698e-06,0.000125621236269991,7.52074506616396e-05,4.17360028397011e-05,0.000132232880284202,9.38026994516054e-05,2.35539818006234e-05,9.09101051953885e-06,5.70254296225619e-05,1.65291100355252e-05,2.02481597935184e-05,2.14878430461827e-05,1.9008476540854e-05,3.22317645692741e-05,5.86783406261144e-05,6.57032123912126e-05,0.000165291100355252,2.76862593095047e-05,5.99180238787788e-05,3.67772698290435e-05,0.000439261099194082,0.000450005020717173,1.57026545337489e-05,2.89259425621691e-05,1.77687932881896e-05,7.02487176509821e-06,2.19010707970709e-05,2.2314298547959e-05,1.69423377864133e-05,0.000117769909003117,3.67772698290435e-05,3.59508143272673e-05,3.14053090674979e-05,6.65296678929889e-05,6.81825788965414e-05,1.23968325266439e-05,3.22317645692741e-05,1.52894267828608e-05,5.12402411101281e-05,4.21492305905892e-05,0.000115290542497788,9.91746602131511e-06,0.000112811175992459,3.71904975799317e-05,4.91741023556874e-05,0.00652569264202534,2.60333483059522e-05,2.89259425621691e-05,9.91746602131511e-06,3.63640420781554e-05,5.082701335924e-05,6.19841626332195e-05,2.68598038077284e-05,1.03306937722032e-05,4.25624583414774e-05,4.4628597095918e-05,9.29762439498292e-05,6.07444793805551e-05,2.31407540497353e-05,3.80169530817079e-05,5.57857463698975e-05,7.81000449178565e-05,2.8512714811281e-05,5.49592908681213e-05
"Otu1547",2.89259425621691e-05,3.5124358825491e-05,2.31407540497353e-05,1.23968325266439e-05,4.42153693450299e-05,3.92566363343723e-05,2.64465760568403e-05,7.76868171669684e-05,0.000117356681252229,2.76862593095047e-05,0.00093472117250895,3.05788535657216e-05,1.57026545337489e-05,1.73555655373014e-05,2.89259425621691e-05,2.19010707970709e-05,7.43809951598634e-05,1.15703770248676e-05,3.38846755728266e-05,3.34714478219385e-05,0.0193307941865467,5.743865737345e-05,2.19010707970709e-05,5.66122018716738e-05,2.43804373023997e-05,5.12402411101281e-05,1.32232880284202e-05,2.14878430461827e-05,9.09101051953885e-05,7.60339061634159e-05,4.04963195870367e-05,4.79344191030231e-05,2.10746152952946e-05,4.95873301065756e-06,6.65296678929889e-05,0.000112397948241571,4.54550525976943e-06,8.55381444338429e-05,3.34714478219385e-05,0.000165291100355252,0.01281377932729,5.04137856083518e-05,1.03306937722032e-05,1.15703770248676e-05,9.50423827042698e-05,0.000118596364504893,1.61158822846371e-05,1.69423377864133e-05,0.0027153195510859,2.5620120555064e-05,0.000169423377864133,8.9257194191836e-05,9.58688382060461e-05,4.91741023556874e-05,6.61164401421008e-05,2.19010707970709e-05,0.000610337388061768,0.000107025987480026,6.44635291385482e-05,3.71904975799317e-05,1.85952487899658e-05,1.65291100355252e-05,2.89259425621691e-05,3.42979033237148e-05,3.09920813166097e-05,5.45460631172331e-05,4.04963195870367e-05,6.52899846403245e-05,2.2314298547959e-05,8.09926391740734e-05,7.06619454018702e-05,1.40497435301964e-05,2.52068928041759e-05,3.38846755728266e-05,0.000120662503259334,1.52894267828608e-05,8.84307386900598e-05,1.98349320426302e-05,7.47942229107515e-05,1.32232880284202e-05,2.2314298547959e-05,0.0039269033166899,0.000151654584575944,2.76862593095047e-05,1.61158822846371e-05,0.000568188157471178,3.80169530817079e-05,1.77687932881896e-05,2.64465760568403e-05,8.67778276865072e-06,2.72730315586166e-05,0.000108678898483578,7.10751731527583e-05,5.78518851243382e-05,1.23968325266439e-05,3.42979033237148e-05,2.52068928041759e-05,4.71079636012468e-05,4.58682803485824e-05,0.00160538981220038
"Otu1548",7.85132726687447e-06,4.95873301065756e-06,4.54550525976943e-06,1.23968325266439e-06,1.44629712810845e-05,1.23968325266439e-06,2.06613875444065e-06,0.00122935255889219,1.40497435301964e-05,1.48761990319727e-05,7.43809951598634e-06,2.47936650532878e-06,2.06613875444065e-06,4.54550525976943e-06,6.48767568894364e-05,2.47936650532878e-06,1.36365157793083e-05,3.71904975799317e-06,4.95873301065756e-06,1.36365157793083e-05,4.58682803485824e-05,1.23968325266439e-06,1.65291100355252e-06,7.43809951598634e-06,3.30582200710504e-06,1.44629712810845e-05,1.57026545337489e-05,7.85132726687447e-06,3.42979033237148e-05,1.23968325266439e-06,1.40497435301964e-05,1.52894267828608e-05,2.19010707970709e-05,5.37196076154569e-06,1.48761990319727e-05,7.43809951598634e-06,1.65291100355252e-06,2.5620120555064e-05,2.31407540497353e-05,5.37196076154569e-06,3.5124358825491e-05,2.80994870603928e-05,2.47936650532878e-06,4.1322775088813e-07,2.68598038077284e-05,2.47936650532878e-06,3.30582200710504e-06,1.65291100355252e-06,8.67778276865072e-06,3.30582200710504e-06,1.9008476540854e-05,2.06613875444065e-05,1.44629712810845e-05,6.19841626332195e-06,6.15709348823313e-05,7.85132726687447e-06,3.09920813166097e-05,6.98354899000939e-05,4.54550525976943e-06,1.65291100355252e-06,8.2645550177626e-07,1.65291100355252e-06,4.54550525976943e-06,2.47936650532878e-06,4.1322775088813e-06,2.2314298547959e-05,1.07439215230914e-05,1.40497435301964e-05,8.67778276865072e-06,3.71904975799317e-06,1.77687932881896e-05,8.67778276865072e-06,8.2645550177626e-06,6.61164401421008e-06,1.11571492739795e-05,3.71904975799317e-06,9.09101051953885e-06,3.30582200710504e-06,1.61158822846371e-05,2.47936650532878e-06,2.06613875444065e-06,0.0026806084200113,1.23968325266439e-06,8.2645550177626e-07,5.37196076154569e-06,1.44629712810845e-05,6.61164401421008e-06,3.30582200710504e-06,3.71904975799317e-06,7.85132726687447e-06,1.73555655373014e-05,9.50423827042698e-06,0.00895588504499844,2.06613875444065e-05,3.71904975799317e-06,6.19841626332195e-06,4.54550525976943e-06,1.11571492739795e-05,7.43809951598634e-06,2.64465760568403e-05
"Otu1549",5.78518851243382e-06,3.1818536818386e-05,1.40497435301964e-05,4.95873301065756e-06,1.98349320426302e-05,1.77687932881896e-05,7.85132726687447e-06,7.85132726687447e-06,1.57026545337489e-05,1.2810060277532e-05,3.05788535657216e-05,1.36365157793083e-05,5.78518851243382e-06,1.98349320426302e-05,9.09101051953885e-06,3.30582200710504e-06,2.14878430461827e-05,1.11571492739795e-05,9.09101051953885e-06,2.5620120555064e-05,6.19841626332195e-05,3.71904975799317e-05,8.67778276865072e-06,1.36365157793083e-05,9.50423827042698e-06,9.91746602131511e-06,6.61164401421008e-06,1.2810060277532e-05,4.21492305905892e-05,8.67778276865072e-06,9.09101051953885e-06,1.52894267828608e-05,2.76862593095047e-05,4.1322775088813e-07,2.5620120555064e-05,2.2314298547959e-05,4.1322775088813e-06,8.80175109391716e-05,3.5124358825491e-05,1.85952487899658e-05,4.66947358503587e-05,2.97523980639453e-05,7.85132726687447e-06,1.15703770248676e-05,1.73555655373014e-05,3.71904975799317e-06,6.61164401421008e-06,5.78518851243382e-06,6.19841626332195e-06,5.78518851243382e-06,3.67772698290435e-05,2.52068928041759e-05,1.57026545337489e-05,1.85952487899658e-05,1.48761990319727e-05,1.61158822846371e-05,3.96698640852605e-05,6.44635291385482e-05,1.2810060277532e-05,3.26449923201622e-05,4.95873301065756e-06,5.37196076154569e-06,7.85132726687447e-06,1.36365157793083e-05,1.48761990319727e-05,4.38021415941418e-05,4.95873301065756e-06,2.72730315586166e-05,8.67778276865072e-06,1.73555655373014e-05,1.44629712810845e-05,4.95873301065756e-06,6.19841626332195e-06,1.36365157793083e-05,5.99180238787788e-05,2.43804373023997e-05,7.35545396580871e-05,1.11571492739795e-05,0.000103306937722032,2.89259425621691e-06,6.19841626332195e-06,0.00445914065983381,1.81820210390777e-05,6.61164401421008e-06,4.54550525976943e-06,1.73555655373014e-05,1.98349320426302e-05,1.32232880284202e-05,8.67778276865072e-06,7.43809951598634e-06,2.8512714811281e-05,2.02481597935184e-05,3.67772698290435e-05,3.47111310746029e-05,7.02487176509821e-06,1.03306937722032e-05,1.57026545337489e-05,7.23148564054227e-05,2.31407540497353e-05,1.65291100355252e-05
"Otu1550",2.47936650532878e-06,4.54550525976943e-06,5.37196076154569e-06,1.23968325266439e-06,4.17360028397011e-05,1.36365157793083e-05,8.2645550177626e-07,7.02487176509821e-06,1.61158822846371e-05,9.50423827042698e-06,0.000129340286027985,4.54550525976943e-06,0,8.67778276865072e-06,5.78518851243382e-06,2.06613875444065e-06,1.15703770248676e-05,6.19841626332195e-06,1.61158822846371e-05,1.36365157793083e-05,0.000169010150113245,1.07439215230914e-05,4.54550525976943e-06,2.60333483059522e-05,1.73555655373014e-05,1.73555655373014e-05,2.89259425621691e-06,1.61158822846371e-05,3.71904975799317e-06,1.65291100355252e-06,1.52894267828608e-05,9.09101051953885e-06,1.07439215230914e-05,1.65291100355252e-06,1.52894267828608e-05,2.10746152952946e-05,4.1322775088813e-07,6.77693511456533e-05,2.19010707970709e-05,1.69423377864133e-05,0.000143803257309069,1.85952487899658e-05,7.02487176509821e-06,1.23968325266439e-06,2.27275262988471e-05,2.19010707970709e-05,3.71904975799317e-06,1.65291100355252e-06,7.60339061634159e-05,6.61164401421008e-06,3.05788535657216e-05,1.81820210390777e-05,0.000126447691771768,7.43809951598634e-06,2.06613875444065e-05,9.50423827042698e-06,1.77687932881896e-05,5.86783406261144e-05,7.43809951598634e-06,2.89259425621691e-05,2.47936650532878e-06,2.89259425621691e-06,2.06613875444065e-06,2.89259425621691e-06,3.71904975799317e-06,3.63640420781554e-05,1.11571492739795e-05,1.23968325266439e-05,2.89259425621691e-06,1.03306937722032e-05,1.36365157793083e-05,1.65291100355252e-06,1.15703770248676e-05,5.78518851243382e-06,1.77687932881896e-05,1.48761990319727e-05,3.34714478219385e-05,5.78518851243382e-06,1.40497435301964e-05,0,2.89259425621691e-06,0.00111902074940506,1.32232880284202e-05,1.23968325266439e-06,5.37196076154569e-06,2.39672095515115e-05,1.32232880284202e-05,1.32232880284202e-05,7.85132726687447e-06,5.37196076154569e-06,1.9008476540854e-05,1.15703770248676e-05,3.59508143272673e-05,2.06613875444065e-05,1.65291100355252e-06,1.03306937722032e-05,2.06613875444065e-06,2.93391703130572e-05,8.67778276865072e-06,0.000214878430461827
"Otu1551",1.2810060277532e-05,4.54550525976943e-06,8.67778276865072e-06,3.30582200710504e-06,1.40497435301964e-05,5.78518851243382e-06,1.65291100355252e-06,1.07439215230914e-05,1.85952487899658e-05,1.81820210390777e-05,9.91746602131511e-06,5.37196076154569e-06,4.95873301065756e-06,1.85952487899658e-05,6.61164401421008e-06,1.23968325266439e-06,1.03306937722032e-05,4.54550525976943e-06,2.2314298547959e-05,2.43804373023997e-05,8.67778276865072e-06,1.57026545337489e-05,6.61164401421008e-06,1.77687932881896e-05,2.06613875444065e-06,2.27275262988471e-05,7.02487176509821e-06,4.54550525976943e-06,7.43809951598634e-06,9.91746602131511e-06,6.19841626332195e-06,7.85132726687447e-06,1.65291100355252e-06,4.1322775088813e-07,3.22317645692741e-05,1.11571492739795e-05,2.47936650532878e-06,8.30587779285141e-05,2.76862593095047e-05,6.61164401421008e-06,2.35539818006234e-05,1.69423377864133e-05,4.95873301065756e-06,2.47936650532878e-06,2.47936650532878e-05,3.30582200710504e-06,3.71904975799317e-06,3.71904975799317e-06,8.2645550177626e-07,8.67778276865072e-06,2.72730315586166e-05,8.2645550177626e-06,1.2810060277532e-05,6.32238458858839e-05,5.12402411101281e-05,2.06613875444065e-05,4.1322775088813e-06,4.25624583414774e-05,7.43809951598634e-06,6.61164401421008e-06,5.78518851243382e-06,2.06613875444065e-06,1.23968325266439e-06,6.19841626332195e-06,1.15703770248676e-05,4.21492305905892e-05,1.73555655373014e-05,2.27275262988471e-05,1.03306937722032e-05,9.91746602131511e-06,1.2810060277532e-05,1.23968325266439e-06,7.85132726687447e-06,2.06613875444065e-06,2.80994870603928e-05,1.19836047757558e-05,3.05788535657216e-05,9.50423827042698e-06,1.73555655373014e-05,8.2645550177626e-07,3.71904975799317e-06,0.00246986226705835,3.71904975799317e-06,5.78518851243382e-06,1.03306937722032e-05,2.27275262988471e-05,1.52894267828608e-05,4.1322775088813e-06,2.89259425621691e-06,1.07439215230914e-05,1.48761990319727e-05,9.50423827042698e-06,1.94217042917421e-05,8.2645550177626e-06,8.2645550177626e-07,5.37196076154569e-06,7.02487176509821e-06,6.19841626332195e-06,2.06613875444065e-05,5.78518851243382e-06
"Otu1552",1.44629712810845e-05,9.50423827042698e-06,4.95873301065756e-06,5.37196076154569e-06,9.50423827042698e-06,1.23968325266439e-05,3.71904975799317e-06,6.19841626332195e-06,1.77687932881896e-05,1.44629712810845e-05,1.52894267828608e-05,2.47936650532878e-06,0,9.91746602131511e-06,9.91746602131511e-06,4.95873301065756e-06,1.65291100355252e-05,4.54550525976943e-06,5.78518851243382e-06,1.9008476540854e-05,9.09101051953885e-06,3.30582200710504e-06,3.30582200710504e-06,1.32232880284202e-05,2.06613875444065e-06,3.05788535657216e-05,1.23968325266439e-06,3.71904975799317e-06,4.54550525976943e-06,6.61164401421008e-06,6.19841626332195e-06,5.37196076154569e-06,3.71904975799317e-06,8.2645550177626e-07,3.05788535657216e-05,1.36365157793083e-05,2.06613875444065e-06,7.93397281705209e-05,4.00830918361486e-05,1.03306937722032e-05,4.17360028397011e-05,2.72730315586166e-05,6.19841626332195e-06,3.71904975799317e-06,2.35539818006234e-05,3.30582200710504e-06,4.95873301065756e-06,6.19841626332195e-06,2.89259425621691e-06,8.2645550177626e-06,4.17360028397011e-05,9.09101051953885e-06,1.2810060277532e-05,9.09101051953885e-06,1.44629712810845e-05,9.50423827042698e-06,4.00830918361486e-05,0.000148761990319727,2.89259425621691e-06,4.95873301065756e-06,5.78518851243382e-06,3.30582200710504e-06,8.2645550177626e-06,4.1322775088813e-06,8.2645550177626e-06,5.743865737345e-05,9.91746602131511e-06,3.71904975799317e-06,6.19841626332195e-06,2.14878430461827e-05,1.07439215230914e-05,2.06613875444065e-06,2.06613875444065e-06,5.78518851243382e-06,1.48761990319727e-05,2.89259425621691e-06,2.14878430461827e-05,4.1322775088813e-06,1.9008476540854e-05,1.23968325266439e-06,6.19841626332195e-06,0.00338970724053533,8.2645550177626e-06,2.47936650532878e-06,3.30582200710504e-06,1.40497435301964e-05,2.19010707970709e-05,7.85132726687447e-06,3.71904975799317e-06,2.19010707970709e-05,1.52894267828608e-05,1.19836047757558e-05,4.33889138432536e-05,2.5620120555064e-05,2.47936650532878e-06,9.91746602131511e-06,4.1322775088813e-06,3.38846755728266e-05,2.47936650532878e-05,4.95873301065756e-06
"Otu1553",0,0,0,0,0,7.85132726687447e-06,0,8.2645550177626e-07,8.2645550177626e-07,0,0,0,0,0,0,0,0,0,0,0,2.89259425621691e-06,0,0,0,0,0,0,0,0,0,0,2.89259425621691e-06,0,0,2.47936650532878e-06,0,0,0,0,4.1322775088813e-07,9.09101051953885e-06,4.1322775088813e-07,0,0,0,0,0,0,4.54550525976943e-06,0,8.2645550177626e-07,0,0,0,0,0,0,0,0,0,0,0,8.2645550177626e-07,0,0,0,0,8.67778276865072e-06,4.1322775088813e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1322775088813e-07,4.1322775088813e-07,0,0,0,0,1.23968325266439e-06,0,0,3.30582200710504e-06,0,0,0,8.2645550177626e-07,0
"Otu1554",5.78518851243382e-06,1.52894267828608e-05,9.50423827042698e-06,2.47936650532878e-06,1.69423377864133e-05,1.44629712810845e-05,1.32232880284202e-05,5.78518851243382e-06,7.9752955921409e-05,1.65291100355252e-05,2.35539818006234e-05,3.30582200710504e-06,2.47936650532878e-06,2.93391703130572e-05,1.03306937722032e-05,4.95873301065756e-06,1.85952487899658e-05,6.61164401421008e-06,2.06613875444065e-05,1.94217042917421e-05,3.34714478219385e-05,9.09101051953885e-06,7.02487176509821e-06,1.03306937722032e-05,9.09101051953885e-06,4.42153693450299e-05,6.61164401421008e-06,6.19841626332195e-06,2.60333483059522e-05,8.2645550177626e-06,4.25624583414774e-05,9.91746602131511e-06,9.09101051953885e-06,1.65291100355252e-06,7.52074506616396e-05,2.97523980639453e-05,8.2645550177626e-06,7.23148564054227e-05,3.67772698290435e-05,1.07439215230914e-05,0.000168596922362357,4.75211913521349e-05,7.02487176509821e-06,9.09101051953885e-06,2.8512714811281e-05,1.19836047757558e-05,8.2645550177626e-07,4.95873301065756e-06,3.71904975799317e-06,1.11571492739795e-05,4.50418248468061e-05,6.61164401421008e-06,5.37196076154569e-05,1.15703770248676e-05,2.72730315586166e-05,1.11571492739795e-05,2.89259425621691e-06,8.09926391740734e-05,1.32232880284202e-05,1.85952487899658e-05,1.2810060277532e-05,7.43809951598634e-06,7.85132726687447e-06,1.36365157793083e-05,1.15703770248676e-05,9.42159272024936e-05,2.47936650532878e-05,2.43804373023997e-05,2.8512714811281e-05,7.02487176509821e-06,3.47111310746029e-05,4.54550525976943e-06,6.19841626332195e-06,3.05788535657216e-05,6.57032123912126e-05,4.09095473379248e-05,4.17360028397011e-05,9.50423827042698e-06,1.15703770248676e-05,1.23968325266439e-06,3.30582200710504e-06,0.00309218325989587,1.69423377864133e-05,9.91746602131511e-06,1.65291100355252e-06,2.93391703130572e-05,3.09920813166097e-05,1.23968325266439e-05,7.43809951598634e-06,1.2810060277532e-05,2.02481597935184e-05,1.15703770248676e-05,3.01656258148335e-05,3.63640420781554e-05,2.89259425621691e-06,6.61164401421008e-06,5.78518851243382e-06,5.86783406261144e-05,1.23968325266439e-05,2.47936650532878e-06
"Otu1555",7.85132726687447e-06,1.2810060277532e-05,2.14878430461827e-05,1.11571492739795e-05,1.98349320426302e-05,2.47936650532878e-05,2.39672095515115e-05,8.67778276865072e-06,4.87608746047993e-05,2.31407540497353e-05,1.11571492739795e-05,3.71904975799317e-06,1.23968325266439e-05,2.31407540497353e-05,1.9008476540854e-05,3.5124358825491e-05,2.43804373023997e-05,1.19836047757558e-05,2.39672095515115e-05,7.19016286545346e-05,3.05788535657216e-05,9.91746602131511e-06,2.35539818006234e-05,3.05788535657216e-05,1.07439215230914e-05,4.00830918361486e-05,1.15703770248676e-05,2.89259425621691e-05,2.97523980639453e-05,8.34720056794022e-05,2.60333483059522e-05,1.48761990319727e-05,9.50423827042698e-06,3.71904975799317e-06,3.5124358825491e-05,2.31407540497353e-05,4.1322775088813e-06,0.000187192171152323,7.6447133914304e-05,2.02481597935184e-05,6.6942895643877e-05,2.97523980639453e-05,1.40497435301964e-05,1.48761990319727e-05,4.04963195870367e-05,1.32232880284202e-05,7.85132726687447e-06,1.9008476540854e-05,7.43809951598634e-06,1.2810060277532e-05,0.000133885791287754,1.81820210390777e-05,8.67778276865072e-06,2.8512714811281e-05,3.47111310746029e-05,1.36365157793083e-05,4.1322775088813e-06,0.000136778385543971,1.73555655373014e-05,2.68598038077284e-05,9.91746602131511e-06,1.03306937722032e-05,2.89259425621691e-06,1.73555655373014e-05,1.40497435301964e-05,8.05794114231853e-05,3.14053090674979e-05,0.000204134508938736,2.76862593095047e-05,1.15703770248676e-05,3.84301808325961e-05,1.36365157793083e-05,2.5620120555064e-05,2.39672095515115e-05,5.00005578574637e-05,1.32232880284202e-05,6.52899846403245e-05,1.15703770248676e-05,3.84301808325961e-05,9.91746602131511e-06,8.2645550177626e-06,0.00347565861272006,1.44629712810845e-05,1.65291100355252e-05,4.95873301065756e-06,2.89259425621691e-05,3.5124358825491e-05,7.43809951598634e-06,9.66952937078224e-05,7.85132726687447e-06,3.1818536818386e-05,5.12402411101281e-05,5.33063798645687e-05,3.34714478219385e-05,1.57026545337489e-05,2.19010707970709e-05,2.89259425621691e-06,5.53725186190094e-05,1.32232880284202e-05,9.91746602131511e-06
"Otu1556",4.54550525976943e-06,7.02487176509821e-06,7.43809951598634e-06,5.37196076154569e-06,6.61164401421008e-06,3.71904975799317e-06,8.2645550177626e-07,4.95873301065756e-06,1.11571492739795e-05,1.19836047757558e-05,1.52894267828608e-05,3.71904975799317e-06,3.30582200710504e-06,1.94217042917421e-05,1.52894267828608e-05,1.65291100355252e-06,1.32232880284202e-05,2.89259425621691e-06,1.11571492739795e-05,1.11571492739795e-05,9.91746602131511e-06,4.95873301065756e-06,1.44629712810845e-05,1.57026545337489e-05,7.02487176509821e-06,1.77687932881896e-05,2.47936650532878e-06,2.89259425621691e-06,8.67778276865072e-06,2.06613875444065e-06,5.78518851243382e-06,6.19841626332195e-06,4.1322775088813e-06,0,1.32232880284202e-05,7.85132726687447e-06,1.2810060277532e-05,5.61989741207856e-05,2.43804373023997e-05,7.43809951598634e-06,3.01656258148335e-05,1.15703770248676e-05,1.11571492739795e-05,2.47936650532878e-06,1.11571492739795e-05,1.23968325266439e-06,1.23968325266439e-06,4.54550525976943e-06,0,5.78518851243382e-06,2.02481597935184e-05,7.85132726687447e-06,4.95873301065756e-06,6.19841626332195e-06,1.40497435301964e-05,2.89259425621691e-06,7.02487176509821e-06,5.24799243627925e-05,1.03306937722032e-05,2.14878430461827e-05,1.23968325266439e-05,4.1322775088813e-07,4.54550525976943e-06,1.36365157793083e-05,1.07439215230914e-05,1.81820210390777e-05,1.61158822846371e-05,1.69423377864133e-05,1.2810060277532e-05,1.32232880284202e-05,6.81825788965414e-05,4.54550525976943e-06,1.98349320426302e-05,1.69423377864133e-05,2.14878430461827e-05,2.06613875444065e-06,2.19010707970709e-05,6.19841626332195e-06,9.09101051953885e-06,8.2645550177626e-07,1.23968325266439e-06,0.00189010373256231,4.1322775088813e-06,9.09101051953885e-06,2.06613875444065e-06,1.07439215230914e-05,2.80994870603928e-05,3.30582200710504e-06,2.89259425621691e-06,5.37196076154569e-06,1.61158822846371e-05,9.91746602131511e-06,3.47111310746029e-05,2.27275262988471e-05,1.65291100355252e-06,8.2645550177626e-07,2.89259425621691e-06,1.23968325266439e-05,2.2314298547959e-05,8.2645550177626e-06
