"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109"
"Otu0011",8.39376005372006e-05,5.01120003207168e-05,8.70696005572454e-05,0.000147830400946115,5.13648003287347e-05,8.14320005211648e-05,5.63760003608064e-06,0.000227383201455252,0.000176644801130527,6.76512004329677e-05,0.000215481601379082,6.45192004129229e-05,0.000183535201174625,6.89040004409856e-05,0.000137808000881971,0.00015033600096215,0.000179150401146563,0.000181029601158589,0.000121521600777738,5.01120003207168e-05,5.63760003608064e-06,3.82104002445466e-05,3.75840002405376e-06,2.56824001643674e-05,2.06712001322957e-05,6.2640000400896e-06,1.06488000681523e-05,6.89040004409856e-06,0.000249933601599575,0.000115884000741658,1.12752000721613e-05,3.69576002365286e-05,7.39152004730573e-05,1.37808000881971e-05,8.83224005652634e-05,3.75840002405376e-06,7.64208004890931e-05,6.2640000400896e-06,0.000221119201415163,7.45416004770662e-05,3.75840002405376e-06,1.00224000641434e-05,5.51232003527885e-05,0.000105235200673505,9.08280005812992e-05,0.000149709600958141,2.56824001643674e-05,5.13648003287347e-05,1.37808000881971e-05,1.87920001202688e-06,4.32216002766182e-05,5.82552003728333e-05,6.01344003848602e-05,5.63760003608064e-05,0.000149083200954132,1.69128001082419e-05,5.76288003688243e-05,8.26848005291827e-05,2.50560001603584e-05,1.31544000841882e-05,9.20808005893171e-05,1.5033600096215e-05,3.0693600196439e-05,5.13648003287347e-05,1.00224000641434e-05,0.000140940000902016,1.25280000801792e-06,1.06488000681523e-05,4.38480002806272e-05,1.75392001122509e-05,1.00224000641434e-05,8.01792005131469e-05,4.25952002726093e-05,0.0001327968008499,9.08280005812992e-05,3.75840002405376e-06,7.57944004850842e-05,0.000104608800669496,6.57720004209408e-05,5.51232003527885e-05,4.00896002565734e-05,4.82328003086899e-05,6.2013600396887e-05,5.70024003648154e-05,9.02016005772902e-05,0.000153468000982195,4.88592003126989e-05,8.89488005692723e-05,4.94856003167078e-05,3.63312002325197e-05,0,5.13648003287347e-05,1.25280000801792e-05,1.5033600096215e-05,4.38480002806272e-05,4.6980000300672e-05,2.56824001643674e-05,1.87920001202688e-05,3.82104002445466e-05,6.2640000400896e-07,2.31768001483315e-05,1.37808000881971e-05,3.31992002124749e-05,4.25952002726093e-05,8.20584005251738e-05,0.000122148000781747,0.000125906400805801,2.38032001523405e-05,0.000102729600657469
"Otu0012",8.76960005612544e-06,5.63760003608064e-06,3.75840002405376e-06,4.38480002806272e-06,2.81880001804032e-05,3.25728002084659e-05,6.2640000400896e-07,2.50560001603584e-05,6.01344003848602e-05,3.75840002405376e-06,6.95304004449946e-05,3.75840002405376e-06,3.1320000200448e-06,1.06488000681523e-05,2.44296001563494e-05,5.01120003207168e-06,2.12976001363046e-05,1.31544000841882e-05,1.87920001202688e-05,8.76960005612544e-06,1.25280000801792e-06,1.19016000761702e-05,1.25280000801792e-06,1.87920001202688e-06,5.63760003608064e-06,6.2640000400896e-07,0,3.75840002405376e-06,1.5033600096215e-05,1.44072000922061e-05,3.75840002405376e-06,3.75840002405376e-06,3.1320000200448e-06,1.25280000801792e-06,1.19016000761702e-05,0,1.00224000641434e-05,1.87920001202688e-06,3.00672001924301e-05,1.31544000841882e-05,3.1320000200448e-06,1.25280000801792e-06,6.2640000400896e-06,6.2640000400896e-06,8.76960005612544e-06,6.89040004409856e-06,4.38480002806272e-06,4.38480002806272e-06,2.50560001603584e-06,1.87920001202688e-06,1.25280000801792e-06,8.76960005612544e-06,8.14320005211648e-06,1.37808000881971e-05,1.31544000841882e-05,1.87920001202688e-06,1.12752000721613e-05,5.01120003207168e-06,1.25280000801792e-06,3.1320000200448e-06,2.50560001603584e-05,3.1320000200448e-06,1.00224000641434e-05,2.44296001563494e-05,6.2640000400896e-07,2.25504001443226e-05,0,1.87920001202688e-06,8.14320005211648e-06,6.2640000400896e-07,1.31544000841882e-05,1.25280000801792e-05,5.01120003207168e-06,4.38480002806272e-06,1.5660000100224e-05,0,2.25504001443226e-05,4.88592003126989e-05,1.87920001202688e-06,2.50560001603584e-06,1.37808000881971e-05,0,8.14320005211648e-06,1.00224000641434e-05,5.01120003207168e-06,4.57272002926541e-05,7.51680004810752e-06,1.94184001242778e-05,3.1320000200448e-06,4.38480002806272e-06,0,1.69128001082419e-05,0,6.2640000400896e-06,7.51680004810752e-06,3.1320000200448e-06,3.94632002525645e-05,2.50560001603584e-06,1.06488000681523e-05,6.2640000400896e-07,1.87920001202688e-06,3.1320000200448e-06,1.12752000721613e-05,6.89040004409856e-06,8.76960005612544e-06,1.31544000841882e-05,1.00224000641434e-05,3.75840002405376e-06,2.25504001443226e-05
"Otu0013",4.94856003167078e-05,6.51456004169318e-05,6.57720004209408e-05,7.26624004650394e-05,6.63984004249498e-05,0.000114004800729631,1.12752000721613e-05,0.000209217601338993,0.00022299840142719,5.38704003447706e-05,0.0002167344013871,8.08056005171558e-05,0.000137181600877962,3.82104002445466e-05,0.000127785600817828,0.000113378400725622,0.000116510400745667,0.000105235200673505,0.000145324800930079,7.20360004610304e-05,1.25280000801792e-06,4.7606400304681e-05,1.87920001202688e-06,2.75616001763942e-05,3.38256002164838e-05,2.81880001804032e-05,5.01120003207168e-06,5.63760003608064e-06,0.000152215200974177,0.000124027200793774,1.87920001202688e-05,4.19688002686003e-05,4.6980000300672e-05,2.25504001443226e-05,0.000100850400645443,3.1320000200448e-05,7.45416004770662e-05,3.1320000200448e-06,0.000202953601298903,6.3266400404905e-05,1.25280000801792e-06,1.5033600096215e-05,1.94184001242778e-05,7.39152004730573e-05,7.01568004490035e-05,0.000107114400685532,2.81880001804032e-05,3.94632002525645e-05,1.37808000881971e-05,9.3960000601344e-06,5.32440003407616e-05,8.20584005251738e-05,7.8926400505129e-05,4.44744002846362e-05,8.83224005652634e-05,2.12976001363046e-05,4.82328003086899e-05,7.26624004650394e-05,2.56824001643674e-05,2.12976001363046e-05,9.20808005893171e-05,1.06488000681523e-05,3.0693600196439e-05,3.38256002164838e-05,2.56824001643674e-05,0.000133423200853908,1.25280000801792e-06,1.75392001122509e-05,4.51008002886451e-05,2.50560001603584e-06,1.75392001122509e-05,7.07832004530125e-05,4.82328003086899e-05,6.38928004089139e-05,9.3960000601344e-05,6.2640000400896e-07,7.26624004650394e-05,0.000139060800889989,3.31992002124749e-05,5.63760003608064e-05,2.63088001683763e-05,4.32216002766182e-05,3.0693600196439e-05,4.32216002766182e-05,7.70472004931021e-05,0.000131544000841882,5.13648003287347e-05,9.83448006294067e-05,3.63312002325197e-05,4.57272002926541e-05,6.2640000400896e-07,5.63760003608064e-05,6.2640000400896e-06,2.00448001282867e-05,4.19688002686003e-05,4.51008002886451e-05,2.56824001643674e-05,2.31768001483315e-05,2.19240001403136e-05,1.87920001202688e-06,2.00448001282867e-05,6.2640000400896e-06,5.88816003768422e-05,5.44968003487795e-05,5.63760003608064e-05,6.2640000400896e-05,9.4586400605353e-05,7.51680004810752e-06,0.000100224000641434
"Otu0014",2.50560001603584e-06,3.1320000200448e-06,8.14320005211648e-06,2.19240001403136e-05,3.75840002405376e-06,5.01120003207168e-06,0,5.26176003367526e-05,7.07832004530125e-05,2.56824001643674e-05,8.45640005412096e-05,8.14320005211648e-06,4.00896002565734e-05,1.37808000881971e-05,4.38480002806272e-05,4.00896002565734e-05,5.63760003608064e-05,7.45416004770662e-05,9.52128006093619e-05,1.5033600096215e-05,6.2640000400896e-07,1.19016000761702e-05,6.2640000400896e-07,8.14320005211648e-06,6.07608003888691e-05,8.76960005612544e-06,1.87920001202688e-06,5.63760003608064e-06,0.000102729600657469,2.69352001723853e-05,5.01120003207168e-06,1.69128001082419e-05,1.5033600096215e-05,8.76960005612544e-06,3.00672001924301e-05,0,2.12976001363046e-05,6.2640000400896e-07,0.000100224000641434,3.63312002325197e-05,1.44072000922061e-05,4.38480002806272e-06,2.50560001603584e-05,2.63088001683763e-05,3.69576002365286e-05,1.31544000841882e-05,1.5660000100224e-05,2.38032001523405e-05,2.50560001603584e-06,1.25280000801792e-06,1.87920001202688e-06,3.31992002124749e-05,3.82104002445466e-05,2.81880001804032e-05,3.69576002365286e-05,1.00224000641434e-05,2.06712001322957e-05,3.0693600196439e-05,6.2640000400896e-06,2.56824001643674e-05,3.94632002525645e-05,3.75840002405376e-06,1.75392001122509e-05,1.25280000801792e-05,3.75840002405376e-06,5.13648003287347e-05,1.25280000801792e-06,1.25280000801792e-06,4.38480002806272e-06,2.50560001603584e-06,3.1320000200448e-06,2.19240001403136e-05,2.00448001282867e-05,1.69128001082419e-05,2.19240001403136e-05,3.1320000200448e-06,2.69352001723853e-05,6.95304004449946e-05,3.75840002405376e-05,3.31992002124749e-05,5.01120003207168e-06,1.19016000761702e-05,2.12976001363046e-05,2.63088001683763e-05,1.5033600096215e-05,8.70696005572454e-05,1.87920001202688e-05,2.38032001523405e-05,1.69128001082419e-05,7.51680004810752e-06,1.25280000801792e-06,1.12752000721613e-05,4.38480002806272e-06,7.51680004810752e-06,8.14320005211648e-06,8.76960005612544e-06,8.14320005211648e-06,6.2640000400896e-07,1.37808000881971e-05,6.2640000400896e-07,4.38480002806272e-06,4.38480002806272e-06,2.44296001563494e-05,2.12976001363046e-05,3.57048002285107e-05,2.44296001563494e-05,4.44744002846362e-05,6.2640000400896e-06,1.5033600096215e-05
"Otu0015",6.2640000400896e-06,1.5660000100224e-05,3.1320000200448e-06,1.00224000641434e-05,3.0693600196439e-05,2.12976001363046e-05,3.1320000200448e-06,3.1946400204457e-05,3.1320000200448e-05,1.87920001202688e-06,0.000112752000721613,2.50560001603584e-06,1.06488000681523e-05,2.63088001683763e-05,2.75616001763942e-05,2.81880001804032e-05,2.75616001763942e-05,2.19240001403136e-05,1.31544000841882e-05,1.12752000721613e-05,1.87920001202688e-06,6.89040004409856e-06,6.2640000400896e-07,1.25280000801792e-06,7.8926400505129e-05,3.75840002405376e-06,3.75840002405376e-06,3.75840002405376e-06,5.63760003608064e-06,1.00224000641434e-05,6.89040004409856e-06,1.87920001202688e-06,4.38480002806272e-06,3.75840002405376e-06,1.6286400104233e-05,6.2640000400896e-07,1.31544000841882e-05,6.2640000400896e-07,4.6353600296663e-05,1.87920001202688e-05,1.25280000801792e-06,4.38480002806272e-06,1.06488000681523e-05,1.44072000922061e-05,1.5033600096215e-05,4.38480002806272e-06,7.51680004810752e-06,6.2640000400896e-07,7.51680004810752e-06,1.87920001202688e-05,1.44072000922061e-05,1.12752000721613e-05,1.06488000681523e-05,9.3960000601344e-06,1.5033600096215e-05,2.50560001603584e-06,2.50560001603584e-06,1.44072000922061e-05,7.51680004810752e-06,4.38480002806272e-06,3.63312002325197e-05,1.25280000801792e-06,8.14320005211648e-06,7.51680004810752e-06,1.5033600096215e-05,1.6286400104233e-05,1.25280000801792e-06,3.75840002405376e-06,1.5033600096215e-05,0,6.89040004409856e-06,2.19240001403136e-05,8.14320005211648e-06,1.06488000681523e-05,1.37808000881971e-05,2.50560001603584e-06,1.5033600096215e-05,3.0693600196439e-05,1.81656001162598e-05,4.38480002806272e-06,4.38480002806272e-06,4.38480002806272e-06,1.37808000881971e-05,5.63760003608064e-06,3.00672001924301e-05,1.94184001242778e-05,1.44072000922061e-05,1.94184001242778e-05,1.06488000681523e-05,6.2640000400896e-06,6.2640000400896e-07,9.3960000601344e-06,1.25280000801792e-06,3.1320000200448e-06,8.76960005612544e-06,7.51680004810752e-06,1.25280000801792e-06,8.76960005612544e-06,3.1320000200448e-06,0,3.1320000200448e-06,1.25280000801792e-06,5.01120003207168e-06,1.94184001242778e-05,7.51680004810752e-06,3.75840002405376e-06,1.31544000841882e-05,3.75840002405376e-06,9.3960000601344e-06
"Otu0016",0.000634543204061077,0.000229888801471288,0.000131544000841882,0.000943358406037494,0.000603849603864637,0.000300672001924301,7.51680004810752e-05,0.000111499200713595,0.000338882402168847,6.89040004409856e-05,0.000286891201836104,0.00040966560262186,0.000140313600898007,0.000417182402669967,0.000571903203660181,7.51680004810752e-05,0.000155973600998231,0.000139687200893998,0.000167248801070392,0.000266220001703808,9.3960000601344e-05,0.000833738405335926,0.00011463120073364,0.000883850405656643,0.000242416801551468,1.75392001122509e-05,2.63088001683763e-05,0.000160984801030303,0.000137181600877962,0.000328860002104704,0.000287517601840113,0.000429084002746138,0.000169128001082419,0.000600091203840584,0.000573782403672207,0.000298792801912274,0.00217674001393114,0.000110872800709586,0.000276242401767951,0.000810561605187594,0.00021109680135102,0.000221119201415163,0.000571903203660181,0.000765460804898949,0.00181906561164202,0.000466041602982666,0.000392126402509609,6.63984004249498e-05,9.02016005772902e-05,0.00122649120784954,0.000238032001523405,0.00011463120073364,0.000148456800950124,7.45416004770662e-05,0.000148456800950124,9.89712006334157e-05,4.19688002686003e-05,0.000206712001322957,0.000201700801290885,0.000300045601920292,0.000267472801711826,4.6353600296663e-05,5.13648003287347e-05,0.000220492801411154,0.000375840002405376,0.000316958402028534,0.000177897601138545,8.45640005412096e-05,0.000428457602742129,0.000256824001643674,0.000356421602281098,0.000173512801110482,0.000735393604706519,0.00042156720269803,7.07832004530125e-05,0.000590695203780449,0.000390247202497582,0.000456645602922532,0.000518659203319419,5.13648003287347e-05,0.000140940000902016,9.89712006334157e-05,0.000106488000681523,4.82328003086899e-05,0.00027123120173588,0.000435974402790236,0.000329486402108713,0.00018040320115458,0.000170380801090437,0.000155347200994222,1.37808000881971e-05,0.000137181600877962,0.000127159200813819,0.000155973600998231,0.000153468000982195,0.000132170400845891,7.7673600497111e-05,4.13424002645914e-05,7.8926400505129e-05,0.000482954403090908,0.000166622401066383,2.31768001483315e-05,0.000140313600898007,9.83448006294067e-05,2.75616001763942e-05,5.19912003327437e-05,0.000303177601940337,0.000321969602060605,9.58392006133709e-05
"Otu0017",0.00018666720119467,5.07384003247258e-05,6.76512004329677e-05,0.00155597760995826,0.000732888004690483,0.000625147204000942,0.000830606405315881,0.000179150401146563,0.000231768001483315,5.01120003207168e-05,0.000243043201555476,0.000315079202016507,0.000580672803716306,0.000974678406237942,0.000915170405857091,9.08280005812992e-05,0.000115257600737649,0.000298166401908265,0.000152215200974177,0.000345146402208937,0.000330112802112722,0.000201074401286876,1.6286400104233e-05,0.00122962320786959,0.000274989601759933,2.38032001523405e-05,8.76960005612544e-06,0.000346399202216955,0.000887608805680696,0.00207839521330173,0.000422820002706048,0.00087946560562858,0.000295660801892229,0.000863805605528356,0.000896378405736822,6.51456004169318e-05,0.0209286505339434,4.25952002726093e-05,0.000135928800869944,0.000119016000761702,0.00116385120744865,9.58392006133709e-05,0.00900512645763281,0.000563760003608064,0.000528681603383562,0.000365817602341233,0.000191052001222733,0.000240537601539441,7.01568004490035e-05,0.000235526401507369,0.000228009601459261,0.00019293120123476,0.000296913601900247,7.45416004770662e-05,0.000183535201174625,0.000102729600657469,6.76512004329677e-05,0.000172886401106473,0.000251812801611602,0.000350784002245018,0.00048170160308289,4.25952002726093e-05,0.000103982400665487,0.000844387205404078,0.000633916804057068,0.000362685602321188,0.000932709605969341,2.81880001804032e-05,0.000440359202818299,0.0016361568104714,0.00561818163595636,0.000172260001102464,0.000357674402289116,0.000206085601318948,0.000167875201074401,0.0002167344013871,0.000805550405155523,0.000115884000741658,6.95304004449946e-05,8.58168005492275e-05,0.00012653280080981,0.000538077603443697,7.830000050112e-05,5.38704003447706e-05,0.00164242081051149,0.00252940321618818,0.000199195201274849,0.00026496720169579,0.000456645602922532,9.83448006294067e-05,0.000323222402068623,0.00012653280080981,3.88368002485555e-05,0.000150962400966159,2.63088001683763e-05,0.000165369601058365,5.88816003768422e-05,7.830000050112e-05,0.000152841600978186,0.000155973600998231,8.39376005372006e-05,1.5660000100224e-05,0.0001747656011185,8.95752005732813e-05,0.000101476800649452,0.000238032001523405,9.08280005812992e-05,0.000533692803415634,7.7673600497111e-05
"Otu0018",8.33112005331917e-05,7.95528005091379e-05,9.27072005933261e-05,0.000667116004269542,0.000323222402068623,0.000517406403311401,4.57272002926541e-05,0.000184161601178634,0.000243043201555476,6.38928004089139e-05,0.000268099201715835,0.000353916002265062,0.000491724003147034,0.00054183600346775,0.000293155201876193,0.000120895200773729,0.000154720800990213,0.000129664800829855,0.000160984801030303,0.000132170400845891,1.37808000881971e-05,0.000302551201936328,1.00224000641434e-05,0.000338882402168847,0.000332618402128758,0.000134676000861926,9.3960000601344e-06,0.000179150401146563,0.000160358401026294,0.000328233602100695,0.00062013600396887,0.000133423200853908,0.00015033600096215,0.000276242401767951,0.000314452802012498,5.38704003447706e-05,0.000563760003608064,1.5033600096215e-05,0.000281880001804032,0.000127785600817828,0.000204206401306921,9.3333600597335e-05,0.000284385601820068,0.000567518403632118,0.000498614403191132,0.000255571201635656,0.000130917600837873,4.13424002645914e-05,5.19912003327437e-05,0.000220492801411154,0.000225504001443226,9.3960000601344e-05,0.000185414401186652,4.44744002846362e-05,0.000119016000761702,3.57048002285107e-05,6.82776004369766e-05,0.000127159200813819,0.000321343202056596,0.000103356000661478,0.000381477602441457,2.25504001443226e-05,5.44968003487795e-05,0.00010836720069355,0.000353289602261053,0.000225504001443226,5.95080003808512e-05,2.12976001363046e-05,0.00012026880076972,0.000154720800990213,0.000402148802573752,8.08056005171558e-05,8.89488005692723e-05,0.00024116400154345,7.26624004650394e-05,5.51232003527885e-05,0.000154720800990213,0.000181029601158589,0.000100850400645443,0.000133423200853908,0.000100850400645443,7.64208004890931e-05,0.000109620000701568,8.76960005612544e-05,0.000738525604726564,0.00147705120945313,0.000106488000681523,0.000147204000942106,7.39152004730573e-05,6.45192004129229e-05,2.50560001603584e-05,9.14544005853082e-05,3.0693600196439e-05,0.00018040320115458,3.82104002445466e-05,0.000129038400825846,3.94632002525645e-05,3.57048002285107e-05,9.70920006213888e-05,6.38928004089139e-05,5.51232003527885e-05,2.19240001403136e-05,0.000145324800930079,8.64432005532365e-05,9.08280005812992e-05,0.000170380801090437,9.58392006133709e-05,0.000333244802132767,4.94856003167078e-05
"Otu0019",2.63088001683763e-05,2.00448001282867e-05,4.6980000300672e-05,6.57720004209408e-05,5.76288003688243e-05,2.94408001884211e-05,7.51680004810752e-06,9.52128006093619e-05,8.33112005331917e-05,3.25728002084659e-05,0.000104608800669496,1.6286400104233e-05,9.08280005812992e-05,3.31992002124749e-05,4.88592003126989e-05,9.27072005933261e-05,5.95080003808512e-05,5.01120003207168e-05,5.19912003327437e-05,1.81656001162598e-05,6.2640000400896e-06,3.50784002245018e-05,0,9.3960000601344e-06,1.00224000641434e-05,7.51680004810752e-06,6.89040004409856e-06,1.81656001162598e-05,2.56824001643674e-05,7.57944004850842e-05,1.25280000801792e-05,1.81656001162598e-05,9.95976006374246e-05,5.63760003608064e-06,6.57720004209408e-05,1.5033600096215e-05,3.1946400204457e-05,3.75840002405376e-06,0.000182908801170616,6.07608003888691e-05,1.87920001202688e-06,1.44072000922061e-05,2.63088001683763e-05,0.00011463120073364,5.63760003608064e-05,0.000134049600857917,3.57048002285107e-05,1.37808000881971e-05,1.31544000841882e-05,1.37808000881971e-05,3.0693600196439e-05,5.95080003808512e-05,7.8926400505129e-05,2.56824001643674e-05,8.08056005171558e-05,3.50784002245018e-05,3.63312002325197e-05,3.75840002405376e-05,2.00448001282867e-05,2.19240001403136e-05,6.57720004209408e-05,4.38480002806272e-06,2.69352001723853e-05,3.38256002164838e-05,3.50784002245018e-05,5.44968003487795e-05,1.87920001202688e-06,8.14320005211648e-06,1.06488000681523e-05,1.87920001202688e-06,9.3960000601344e-06,5.76288003688243e-05,1.25280000801792e-05,2.31768001483315e-05,3.00672001924301e-05,2.50560001603584e-06,5.57496003567974e-05,8.64432005532365e-05,4.13424002645914e-05,1.6286400104233e-05,5.07384003247258e-05,3.50784002245018e-05,4.32216002766182e-05,2.25504001443226e-05,6.82776004369766e-05,0.000110872800709586,4.38480002806272e-05,4.6980000300672e-05,2.12976001363046e-05,2.06712001322957e-05,0,3.0693600196439e-05,9.3960000601344e-06,2.19240001403136e-05,1.44072000922061e-05,1.5660000100224e-05,1.00224000641434e-05,2.31768001483315e-05,1.87920001202688e-05,3.75840002405376e-06,2.44296001563494e-05,1.12752000721613e-05,2.06712001322957e-05,2.81880001804032e-05,2.25504001443226e-05,5.26176003367526e-05,5.07384003247258e-05,4.25952002726093e-05,5.51232003527885e-05
"Otu0020",9.3960000601344e-06,2.44296001563494e-05,9.3960000601344e-06,5.63760003608064e-05,7.51680004810752e-06,1.19016000761702e-05,3.75840002405376e-06,7.7673600497111e-05,5.76288003688243e-05,2.81880001804032e-05,1.87920001202688e-05,9.3960000601344e-06,1.75392001122509e-05,2.44296001563494e-05,3.31992002124749e-05,4.25952002726093e-05,2.69352001723853e-05,1.12752000721613e-05,3.38256002164838e-05,1.44072000922061e-05,1.25280000801792e-06,2.00448001282867e-05,1.87920001202688e-06,1.44072000922061e-05,2.25504001443226e-05,4.6353600296663e-05,1.37808000881971e-05,6.2640000400896e-07,9.08280005812992e-05,2.12976001363046e-05,1.6286400104233e-05,1.19016000761702e-05,1.31544000841882e-05,1.19016000761702e-05,6.2013600396887e-05,5.63760003608064e-06,1.5033600096215e-05,2.50560001603584e-06,3.1946400204457e-05,2.00448001282867e-05,1.25280000801792e-06,2.50560001603584e-06,3.94632002525645e-05,1.75392001122509e-05,2.31768001483315e-05,3.0693600196439e-05,3.25728002084659e-05,1.12752000721613e-05,6.2640000400896e-06,4.00896002565734e-05,1.87920001202688e-05,2.31768001483315e-05,9.3960000601344e-06,5.63760003608064e-06,1.87920001202688e-05,3.1320000200448e-06,7.51680004810752e-06,1.6286400104233e-05,2.50560001603584e-06,5.63760003608064e-06,5.76288003688243e-05,3.75840002405376e-06,8.14320005211648e-06,1.19016000761702e-05,5.63760003608064e-06,2.38032001523405e-05,8.76960005612544e-06,7.51680004810752e-06,6.2640000400896e-06,1.25280000801792e-05,2.75616001763942e-05,1.6286400104233e-05,3.50784002245018e-05,1.6286400104233e-05,8.14320005211648e-06,5.01120003207168e-06,3.1320000200448e-05,8.76960005612544e-06,2.63088001683763e-05,1.19016000761702e-05,1.25280000801792e-05,9.3960000601344e-06,2.50560001603584e-06,1.87920001202688e-06,4.6980000300672e-05,1.06488000681523e-05,1.5033600096215e-05,7.51680004810752e-06,1.6286400104233e-05,7.51680004810752e-06,0,1.44072000922061e-05,8.14320005211648e-06,4.38480002806272e-06,5.63760003608064e-06,8.76960005612544e-06,1.87920001202688e-06,4.38480002806272e-06,1.25280000801792e-05,3.1320000200448e-06,6.2640000400896e-06,3.75840002405376e-06,7.32888004690483e-05,1.69128001082419e-05,1.25280000801792e-05,2.12976001363046e-05,2.00448001282867e-05,6.01344003848602e-05,1.5033600096215e-05
